Tm,Player,Pos,G,,GS,,MP,,FG,,FGA,,FGPercent,,3P,,3PA,,2P,,2PA,,2PPercent,,eFGPercent,,FT,,FTA,,FTPercent,,ORB,,DRB,,TRB,,AST,,STL,,BLK,,TOV,,PF,,PTS, 
GSW,James Michael McAdoo,PF,15,-1.213970049,0,-0.813647648,9.1,-1.145903132,1.6,-0.67872908,2.9,-0.901833577,0.545,1.155687189,0,-0.963151343,0,-1.069804639,1.6,-0.399952938,2.9,-0.553271802,0.545,0.798809719,0.545,0.711113079,0.9,-0.334754608,1.7,-0.045449859,0.56,-0.656555708,1,0.182396422,1.5,-0.601742299,2.5,-0.36434959,0.1,-0.964549585,0.3,-0.776264272,0.6,0.571771087,0.4,-0.946337352,1.4,-0.391690786,4.1,-0.694477383
SAC,Ray McCallum,PG,68,0.864204528,30,0.343205771,21.1,0.168546344,3,0.036160188,6.9,0.047503301,0.438,0.115747872,0.5,-0.200919974,1.6,-0.154411135,2.5,0.116197781,5.3,0.134094502,0.479,0.189069656,0.474,0.025455703,0.8,-0.416343994,1.2,-0.372749179,0.679,-0.077998337,0.8,-0.068639668,1.9,-0.361156248,2.6,-0.321488806,2.8,0.554616012,0.7,0.155682323,0.2,-0.367592895,1.3,0.213133695,1.4,-0.391690786,7.4,-0.074666922
POR,C.J. McCollum,SG,62,0.628939481,3,-0.697962306,15.7,-0.42295592,2.6,-0.168093889,5.9,-0.189830919,0.436,0.096309754,0.9,0.408865121,2.2,0.188861429,1.7,-0.342602858,3.6,-0.352789964,0.46,0.013538426,0.511,0.38277011,0.8,-0.416343994,1.2,-0.372749179,0.699,0.019238196,0.2,-0.821747938,1.2,-0.782181837,1.5,-0.792957439,1,-0.458161053,0.7,0.155682323,0.1,-0.60243389,0.8,-0.431016887,1.3,-0.527903767,6.8,-0.187359733
TOT,K.J. McDaniels,SG,62,0.628939481,15,-0.235220938,21.8,0.245222564,2.8,-0.06596685,7,0.071236723,0.396,-0.292452608,0.7,0.103972574,2.4,0.303285616,2.1,-0.113202539,4.6,-0.066387337,0.454,-0.041892489,0.446,-0.244944389,1.6,0.236371094,2.1,0.216389596,0.752,0.276915008,1,0.182396422,2.2,-0.180716711,3.2,-0.064324096,1.2,-0.345630268,0.7,0.155682323,1.1,1.745976065,1.7,0.72845416,2,0.425587104,7.9,0.019243754
PHI,K.J. McDaniels,SG,52,0.236831071,15,-0.235220938,25.4,0.639557406,3.2,0.138287226,8.1,0.332304364,0.399,-0.26329543,0.8,0.256418848,2.8,0.532133992,2.4,0.058847701,5.2,0.105454239,0.456,-0.023415517,0.45,-0.206315804,1.9,0.481139252,2.5,0.478229051,0.756,0.296362314,1.2,0.433432512,2.5,-0.000277173,3.8,0.192840613,1.3,-0.289364876,0.8,0.388668971,1.3,2.215658056,2,1.114944509,2.3,0.834226049,9.2,0.263411512
HOU,K.J. McDaniels,SG,10,-1.410024254,0,-0.813647648,3.3,-1.781220378,0.5,-1.240427791,1.5,-1.234101484,0.333,-0.904753327,0,-0.963151343,0.3,-0.898168357,0.5,-1.030803817,1.2,-1.040156268,0.417,-0.383716463,0.333,-1.336201902,0.1,-0.987469697,0.2,-1.027347817,0.5,-0.948265306,0.1,-0.947265983,0.4,-1.263353937,0.5,-1.221565288,0.2,-0.908284193,0,-1.475224218,0.2,-0.367592895,0.1,-1.332827701,0.5,-1.61760762,1.1,-1.257941439
CHI,Doug McDermott,SF,36,-0.390542386,0,-0.813647648,8.9,-1.167810623,1.2,-0.882983157,3,-0.878100155,0.402,-0.234138253,0.4,-0.353366248,1.1,-0.440471605,0.8,-0.858753577,1.8,-0.868314692,0.455,-0.032654003,0.463,-0.080772904,0.3,-0.824290925,0.4,-0.89642809,0.667,-0.136340257,0.2,-0.821747938,1,-0.902474862,1.2,-0.921539794,0.2,-0.908284193,0.1,-1.242237569,0,-0.837274886,0.5,-0.817507236,0.8,-1.208968675,3,-0.90108087
OKC,Mitch McGary,PF,32,-0.547385751,2,-0.736524087,15.2,-0.477724648,2.8,-0.06596685,5.2,-0.355964872,0.533,1.039058481,0,-0.963151343,0.1,-1.012592545,2.8,0.28824802,5.1,0.076813976,0.54,0.75261729,0.533,0.595227325,0.8,-0.416343994,1.3,-0.307289315,0.625,-0.340536976,1.7,1.061022736,3.5,0.601187953,5.2,0.792891601,0.4,-0.795753408,0.5,-0.310290974,0.5,0.336930092,1,-0.173356654,2.3,0.834226049,6.3,-0.281270409
TOT,JaVale McGee,C,23,-0.90028332,0,-0.813647648,11.1,-0.926828219,1.8,-0.576602042,3.4,-0.783166467,0.532,1.029339422,0,-0.963151343,0,-1.069804639,1.8,-0.285252778,3.4,-0.410070489,0.532,0.678709404,0.532,0.585570179,1,-0.253165222,1.4,-0.241829451,0.667,-0.136340257,0.8,-0.068639668,1.9,-0.361156248,2.7,-0.278628021,0.1,-0.964549585,0.1,-1.242237569,0.9,1.276294074,0.8,-0.431016887,1.3,-0.527903767,4.6,-0.600566707
DEN,JaVale McGee,C,17,-1.135548367,0,-0.813647648,11.5,-0.883013237,2,-0.474475004,3.6,-0.735699623,0.557,1.272315898,0,-0.963151343,0,-1.069804639,2,-0.170552618,3.6,-0.352789964,0.557,0.909671549,0.557,0.826998832,1.2,-0.08998645,1.7,-0.045449859,0.69,-0.024518244,0.8,-0.068639668,2,-0.301009736,2.8,-0.235767236,0.1,-0.964549585,0.1,-1.242237569,1.1,1.745976065,0.8,-0.431016887,1.6,-0.119264823,5.2,-0.487873896
PHI,JaVale McGee,C,6,-1.566867618,0,-0.813647648,10.2,-1.02541193,1.3,-0.831919638,3,-0.878100155,0.444,0.174062226,0,-0.963151343,0,-1.069804639,1.3,-0.572003178,3,-0.52463154,0.444,-0.134277347,0.444,-0.264258681,0.3,-0.824290925,0.7,-0.700048498,0.5,-0.948265306,0.7,-0.194157713,1.5,-0.601742299,2.2,-0.492931945,0.3,-0.852018801,0,-1.475224218,0.2,-0.367592895,0.8,-0.431016887,0.3,-1.890033583,3,-0.90108087
SAC,Ben McLemore,SG,82,1.413156303,82,2.348418364,32.6,1.428227092,4.4,0.751049456,10.1,0.806972803,0.437,0.106028813,1.7,1.628435312,4.8,1.676375872,2.7,0.230897941,5.4,0.162734764,0.507,0.447747259,0.521,0.479341572,1.6,0.236371094,2,0.150929732,0.813,0.573486433,0.4,-0.570711848,2.6,0.05986934,2.9,-0.192906451,1.7,-0.064303306,0.9,0.62165562,0.2,-0.367592895,1.7,0.72845416,2.7,1.379077975,12.1,0.808093433
PHO,Jerel McNeal,PG,6,-1.566867618,0,-0.813647648,6,-1.485469246,0.5,-1.240427791,1.8,-1.162901218,0.273,-1.487896869,0.2,-0.658258795,0.3,-0.898168357,0.3,-1.145503976,1.5,-0.95423548,0.222,-2.185221195,0.318,-1.481059094,0.3,-0.824290925,0.3,-0.961887953,1,1.482648015,0,-1.072784028,0.5,-1.203207425,0.5,-1.221565288,0.3,-0.852018801,0.5,-0.310290974,0.2,-0.367592895,0.8,-0.431016887,0.8,-1.208968675,1.5,-1.182812898
MIA,Josh McRoberts,PF,17,-1.135548367,4,-0.659400525,17.4,-0.236742244,1.6,-0.67872908,3.1,-0.854366733,0.528,0.990463186,0.5,-0.200919974,1.1,-0.440471605,1.2,-0.629353257,2,-0.811034166,0.588,1.196064609,0.604,1.280884701,0.5,-0.661112153,0.8,-0.634588634,0.615,-0.389155242,0.4,-0.570711848,2.2,-0.180716711,2.6,-0.321488806,1.9,0.048227479,0.7,0.155682323,0.2,-0.367592895,1.3,0.213133695,2.4,0.97043903,4.2,-0.675695248
DET,Jodie Meeks,SG,60,0.550517799,0,-0.813647648,24.4,0.53001995,3.7,0.393604822,8.9,0.522171739,0.416,-0.098071427,1.2,0.866203943,3.5,0.93261865,2.5,0.116197781,5.4,0.162734764,0.46,0.013538426,0.485,0.131684311,2.4,0.889086182,2.7,0.609148779,0.906,1.025636311,0.2,-0.821747938,1.5,-0.601742299,1.7,-0.707235869,1.3,-0.289364876,1,0.854642269,0.1,-0.60243389,1,-0.173356654,1.3,-0.527903767,11.1,0.620272081
NOP,Gal Mekel,PG,4,-1.6452893,0,-0.813647648,10.8,-0.959689456,0.8,-1.087237233,5,-0.403431716,0.15,-2.683341131,0,-0.963151343,0.8,-0.612107887,0.8,-0.858753577,4.3,-0.152308125,0.176,-2.610191542,0.15,-3.103459645,0,-1.069059083,0,-1.158267545,0,-3.379178627,0,-1.072784028,0.3,-1.32350045,0.3,-1.307286857,3.3,0.835942974,0.5,-0.310290974,0,-0.837274886,0.5,-0.817507236,0.3,-1.890033583,1.5,-1.182812898
MIL,Khris Middleton,SF,79,1.29552378,58,1.422935629,30.1,1.154383451,5.1,1.10849409,11,1.0205736,0.467,0.397600584,1.4,1.17109649,3.4,0.875406556,3.8,0.861748819,7.6,0.792820543,0.494,0.327646943,0.53,0.566255887,1.7,0.31796048,2,0.150929732,0.859,0.797130459,0.6,-0.319675758,3.8,0.781627491,4.4,0.450005322,2.3,0.273289049,1.5,2.019575512,0.1,-0.60243389,1.4,0.341963811,2.3,0.834226049,13.4,1.052261191
IND,C.J. Miles,SG,70,0.94262621,40,0.728823577,26.3,0.738141117,4.7,0.904240013,11.8,1.210440976,0.398,-0.273014489,2.2,2.390666681,6.4,2.591769376,2.5,0.116197781,5.4,0.162734764,0.459,0.00429994,0.491,0.189627187,1.9,0.481139252,2.3,0.347309324,0.807,0.544315473,0.3,-0.696229893,2.8,0.180162365,3.1,-0.107184881,1.1,-0.401895661,0.9,0.62165562,0.4,0.102089096,1,-0.173356654,1.9,0.289374122,13.5,1.071043326
TOT,Andre Miller,PG,81,1.373945462,0,-0.813647648,15.5,-0.444863411,1.8,-0.576602042,3.6,-0.735699623,0.5,0.718329532,0.1,-0.810705069,0.4,-0.840956263,1.7,-0.342602858,3.2,-0.467351014,0.539,0.743378805,0.512,0.392427256,0.7,-0.49793338,1,-0.503668906,0.753,0.281776834,0.5,-0.445193803,1.4,-0.661888811,1.9,-0.6215143,3.5,0.948473759,0.4,-0.543277623,0.1,-0.60243389,1.3,0.213133695,1.3,-0.527903767,4.4,-0.638130978
WAS,Andre Miller,PG,51,0.19762023,0,-0.813647648,12.4,-0.784429526,1.5,-0.729792599,2.8,-0.925566999,0.542,1.126530012,0,-0.963151343,0.2,-0.955380451,1.5,-0.457303018,2.6,-0.63919259,0.567,1.002056407,0.546,0.720770225,0.5,-0.661112153,0.8,-0.634588634,0.718,0.111612902,0.4,-0.570711848,1.1,-0.842328349,1.5,-0.792957439,2.8,0.554616012,0.3,-0.776264272,0,-0.837274886,0.9,-0.302186771,1.1,-0.800329731,3.6,-0.788388059
SAC,Andre Miller,PG,30,-0.625807433,0,-0.813647648,20.7,0.124731362,2.3,-0.321284446,4.9,-0.427165138,0.459,0.319848112,0.2,-0.658258795,0.9,-0.554895793,2.1,-0.113202539,4.1,-0.20958865,0.508,0.456985745,0.48,0.08339858,1,-0.253165222,1.3,-0.307289315,0.789,0.456802594,0.5,-0.445193803,2,-0.301009736,2.5,-0.36434959,4.7,1.623658469,0.6,-0.077304326,0.1,-0.60243389,1.9,0.986114393,1.6,-0.119264823,5.7,-0.39396322
NOP,Darius Miller,SF,5,-1.606078459,1,-0.775085867,8.6,-1.20067186,0.2,-1.393618348,1.4,-1.257834906,0.143,-2.751374544,0,-0.963151343,0.2,-0.955380451,0.2,-1.202854056,1.2,-1.040156268,0.167,-2.693337914,0.143,-3.171059668,0,-1.069059083,0,-1.158267545,0,-3.379178627,0,-1.072784028,0.2,-1.383646962,0.2,-1.350147642,0.4,-0.795753408,0.2,-1.00925092,0,-0.837274886,0.2,-1.203997585,1.6,-0.119264823,0.4,-1.389416386
CLE,Mike Miller,SF,52,0.236831071,15,-0.235220938,13.5,-0.663938324,0.7,-1.138300752,2.2,-1.06796753,0.325,-0.982505799,0.6,-0.0484737,1.9,0.017225147,0.1,-1.260204136,0.3,-1.297918632,0.313,-1.344518987,0.465,-0.061458612,0.1,-0.987469697,0.1,-1.092807681,0.75,0.267191355,0.1,-0.947265983,1.7,-0.481449274,1.8,-0.664375084,0.9,-0.514426446,0.3,-0.776264272,0.1,-0.60243389,0.4,-0.946337352,1.4,-0.391690786,2.1,-1.070120087
TOT,Quincy Miller,PF,10,-1.410024254,0,-0.813647648,11.9,-0.839198254,0.9,-1.036173714,3.8,-0.688232779,0.237,-1.837782995,0.3,-0.505812521,1.8,-0.039986947,0.6,-0.973453737,2,-0.811034166,0.3,-1.464619302,0.276,-1.886659232,0.8,-0.416343994,1.1,-0.438209043,0.727,0.155369342,0.4,-0.570711848,1.6,-0.541595786,2,-0.578653515,0.8,-0.570691838,0.7,0.155682323,0.5,0.336930092,0.5,-0.817507236,0.9,-1.072755694,2.9,-0.919863006
SAC,Quincy Miller,PF,6,-1.566867618,0,-0.813647648,10.2,-1.02541193,0.7,-1.138300752,3,-0.878100155,0.222,-1.98356888,0.2,-0.658258795,1.2,-0.383259511,0.5,-1.030803817,1.8,-0.868314692,0.273,-1.714058419,0.25,-2.137745031,1.3,-0.008397064,1.8,0.020010004,0.727,0.155369342,0.3,-0.696229893,1.7,-0.481449274,2,-0.578653515,0.5,-0.739488016,1,0.854642269,0.5,0.336930092,0.5,-0.817507236,0.7,-1.345181657,2.8,-0.938645141
DET,Quincy Miller,PF,4,-1.6452893,0,-0.813647648,14.5,-0.554400868,1.3,-0.831919638,5,-0.403431716,0.25,-1.711435227,0.5,-0.200919974,2.8,0.532133992,0.8,-0.858753577,2.3,-0.725113378,0.333,-1.159749271,0.3,-1.654887725,0,-1.069059083,0,-1.158267545,0,-3.379178627,0.5,-0.445193803,1.5,-0.601742299,2,-0.578653515,1.3,-0.289364876,0.3,-0.776264272,0.5,0.336930092,0.5,-0.817507236,1.3,-0.527903767,3,-0.90108087
SAS,Patrick Mills,PG,51,0.19762023,0,-0.813647648,15.7,-0.42295592,2.5,-0.219157408,6.6,-0.023696965,0.381,-0.438238493,1.2,0.866203943,3.6,0.989830744,1.3,-0.572003178,3,-0.52463154,0.429,-0.272854634,0.473,0.015798557,0.6,-0.579522766,0.8,-0.634588634,0.825,0.631828353,0.4,-0.570711848,1.1,-0.842328349,1.5,-0.792957439,1.7,-0.064303306,0.5,-0.310290974,0,-0.837274886,0.7,-0.559847003,1.1,-0.800329731,6.9,-0.168577598
UTA,Elijah Millsap,SG,47,0.040776865,5,-0.620838745,19.7,0.015193905,1.7,-0.627665561,5.1,-0.379698294,0.34,-0.836719914,0.6,-0.0484737,1.9,0.017225147,1.1,-0.686703337,3.1,-0.495991277,0.358,-0.928787126,0.399,-0.698830257,1.2,-0.08998645,1.8,0.020010004,0.674,-0.10230747,0.6,-0.319675758,2.6,0.05986934,3.2,-0.064324096,1.2,-0.345630268,1.2,1.320615566,0.3,-0.132751899,1.4,0.341963811,2.6,1.242864993,5.3,-0.469091761
ATL,Paul Millsap,PF,73,1.060258733,73,2.001362338,32.7,1.439180837,6.1,1.619129281,12.7,1.424041773,0.476,0.485072116,1.1,0.713757669,3,0.64655818,5,1.549949778,9.8,1.422906322,0.513,0.503178174,0.518,0.450370133,3.5,1.786569428,4.6,1.852886193,0.757,0.301224141,1.9,1.312058826,5.9,2.044704255,7.8,1.907272007,3.1,0.723412189,1.8,2.718535458,0.9,1.276294074,2.3,1.501434858,2.8,1.515290956,16.7,1.672071652
CHI,Nikola Mirotic,PF,82,1.413156303,3,-0.697962306,20.2,0.069962633,3.1,0.087223707,7.6,0.213637254,0.405,-0.204981076,1.2,0.866203943,3.8,1.104254932,1.9,-0.227902698,3.8,-0.295509438,0.495,0.336885429,0.485,0.131684311,2.8,1.215443726,3.5,1.13282769,0.803,0.524868167,0.8,-0.068639668,4.2,1.022213541,4.9,0.664309246,1.2,-0.345630268,0.7,0.155682323,0.7,0.806612083,1.1,-0.044526538,2.1,0.561800085,10.2,0.451232864
CHI,Nazr Mohammed,C,23,-0.90028332,0,-0.813647648,5.6,-1.529284229,0.6,-1.189364272,1.3,-1.281568328,0.433,0.067152577,0,-0.963151343,0,-1.069804639,0.6,-0.973453737,1.3,-1.011516005,0.433,-0.23590069,0.433,-0.370487288,0,-1.069059083,0.1,-1.092807681,0.333,-1.760190355,0.5,-0.445193803,1.2,-0.782181837,1.7,-0.707235869,0.1,-0.964549585,0.2,-1.00925092,0.2,-0.367592895,0.3,-1.075167468,0.7,-1.345181657,1.2,-1.239159304
DET,Greg Monroe,PF,69,0.903415369,57,1.384373848,31,1.252967162,6.1,1.619129281,12.4,1.352841507,0.496,0.679453296,0,-0.963151343,0,-1.069804639,6.1,2.180800656,12.4,2.167553151,0.496,0.346123915,0.496,0.237912918,3.7,1.9497482,4.9,2.049265784,0.75,0.267191355,3.3,3.069311455,6.9,2.646169381,10.2,2.935930843,2.1,0.160758264,1.1,1.087628917,0.5,0.336930092,2.2,1.372604742,2.1,0.561800085,15.9,1.521814571
CHI,E'Twaun Moore,SG,56,0.393674435,0,-0.813647648,9,-1.156856877,1.1,-0.934046676,2.5,-0.996767264,0.446,0.193500344,0.2,-0.658258795,0.7,-0.669319981,0.9,-0.801403497,1.8,-0.868314692,0.485,0.244500571,0.493,0.20894148,0.2,-0.905880311,0.4,-0.89642809,0.6,-0.462082642,0.2,-0.821747938,0.6,-1.143060912,0.8,-1.092982933,0.6,-0.683222623,0.4,-0.543277623,0.1,-0.60243389,0.3,-1.075167468,0.8,-1.208968675,2.7,-0.957427276
SAC,Eric Moreland,PF,3,-1.684500142,0,-0.813647648,0.7,-2.066017765,0.3,-1.342554829,0.3,-1.518902547,1,5.577859052,0,-0.963151343,0,-1.069804639,0.3,-1.145503976,0.3,-1.297918632,1,5.00232076,1,5.105114571,0,-1.069059083,0,-1.158267545,0,-3.379178627,0,-1.072784028,0.3,-1.32350045,0.3,-1.307286857,0,-1.020814978,0,-1.475224218,0,-0.837274886,0,-1.461657817,0.3,-1.890033583,0.7,-1.33306998
BRK,Darius Morris,PG,38,-0.312120704,0,-0.813647648,7.9,-1.277348079,0.9,-1.036173714,2.8,-0.925566999,0.34,-0.836719914,0.2,-0.658258795,0.9,-0.554895793,0.8,-0.858753577,1.9,-0.839674429,0.397,-0.568486179,0.373,-0.949916057,0.1,-0.987469697,0.2,-1.027347817,0.444,-1.220527598,0.2,-0.821747938,0.5,-1.203207425,0.7,-1.135843718,1.3,-0.289364876,0.2,-1.00925092,0,-0.837274886,0.6,-0.688677119,0.5,-1.61760762,2.2,-1.051337952
PHO,Marcus Morris,PF,81,1.373945462,35,0.536014674,25.2,0.617649915,4.1,0.597858899,9.4,0.640838849,0.434,0.076871636,1.4,1.17109649,3.9,1.161467026,2.7,0.230897941,5.6,0.22001529,0.487,0.262977543,0.507,0.344141526,0.9,-0.334754608,1.4,-0.241829451,0.628,-0.325951496,0.9,0.056878377,3.9,0.841774003,4.8,0.621448461,1.6,-0.120568698,0.8,0.388668971,0.2,-0.367592895,0.9,-0.302186771,2.3,0.834226049,10.4,0.488797135
PHO,Markieff Morris,PF,82,1.413156303,82,2.348418364,31.5,1.30773589,6.2,1.670192801,13.4,1.590175726,0.465,0.378162466,0.7,0.103972574,2.2,0.188861429,5.5,1.836700177,11.2,1.823869999,0.494,0.327646943,0.491,0.189627187,2.2,0.72590741,2.8,0.674608643,0.763,0.330395101,1.3,0.558950556,4.8,1.383092617,6.2,1.221499449,2.3,0.273289049,1.2,1.320615566,0.5,0.336930092,2.1,1.243774625,3,1.78771692,15.3,1.409121759
OKC,Anthony Morrow,SG,74,1.099469574,0,-0.813647648,24.4,0.53001995,3.9,0.49573186,8.3,0.379771208,0.463,0.358724348,1.9,1.933327859,4.4,1.447527496,1.9,-0.227902698,3.9,-0.266869176,0.497,0.355362401,0.578,1.029798901,1.1,-0.171575836,1.2,-0.372749179,0.888,0.938123431,0.5,-0.445193803,2.1,-0.240863223,2.6,-0.321488806,0.8,-0.570691838,0.7,0.155682323,0.1,-0.60243389,0.5,-0.817507236,1.8,0.153161141,10.7,0.54514354
HOU,Donatas Motiejunas,PF,71,0.981837051,62,1.577182751,28.7,1.001031012,5,1.057430571,9.9,0.759505959,0.504,0.757205769,0.7,0.103972574,1.9,0.017225147,4.3,1.148499219,8,0.907381594,0.536,0.715663347,0.539,0.653170202,1.4,0.073192322,2.3,0.347309324,0.602,-0.452358989,1.9,1.312058826,4,0.901920516,5.9,1.092917095,1.8,-0.008037913,0.8,0.388668971,0.5,0.336930092,1.7,0.72845416,2.9,1.651503938,12,0.789311298
TOT,Timofey Mozgov,C,81,1.373945462,80,2.271294803,25.2,0.617649915,3.9,0.49573186,7,0.071236723,0.555,1.25287778,0,-0.963151343,0.1,-1.012592545,3.9,0.919098899,6.9,0.592338704,0.557,0.909671549,0.557,0.826998832,1.9,0.481139252,2.7,0.609148779,0.718,0.111612902,2.5,2.065167096,4.8,1.383092617,7.3,1.692968083,0.7,-0.626957231,0.4,-0.543277623,1.2,1.980817061,1.4,0.341963811,2.8,1.515290956,9.7,0.357322188
DEN,Timofey Mozgov,C,35,-0.429753227,35,0.536014674,25.6,0.661464898,3.3,0.189350745,6.6,-0.023696965,0.504,0.757205769,0.1,-0.810705069,0.2,-0.955380451,3.3,0.57499842,6.5,0.477777654,0.509,0.466224231,0.509,0.363455818,1.8,0.399549866,2.5,0.478229051,0.733,0.184540302,2.6,2.19068514,5.2,1.623678667,7.8,1.907272007,0.5,-0.739488016,0.4,-0.543277623,1.2,1.980817061,1.3,0.213133695,3.3,2.196355864,8.5,0.131936566
CLE,Timofey Mozgov,C,46,0.001566024,45,0.921632481,25,0.595742424,4.3,0.699985937,7.3,0.142436988,0.59,1.593044846,0,-0.963151343,0,-1.069804639,4.3,1.148499219,7.3,0.706899755,0.59,1.214541581,0.59,1.145684655,2,0.562728638,2.8,0.674608643,0.708,0.062994636,2.4,1.939649051,4.5,1.202653079,6.9,1.521524943,0.8,-0.570691838,0.4,-0.543277623,1.2,1.980817061,1.5,0.470793927,2.5,1.106652012,10.6,0.526361405
MIN,Shabazz Muhammad,SG,38,-0.312120704,13,-0.3123445,22.8,0.35476002,5.1,1.10849409,10.4,0.878173068,0.489,0.611419883,0.5,-0.200919974,1.3,-0.326047417,4.6,1.320549458,9.1,1.222424483,0.503,0.410793316,0.514,0.411741549,2.7,1.13385434,3.8,1.329207282,0.717,0.106751075,1.7,1.061022736,2.4,-0.060423685,4.1,0.321422967,1.2,-0.345630268,0.5,-0.310290974,0.2,-0.367592895,0.9,-0.302186771,1.3,-0.527903767,13.5,1.071043326
TOT,Toure' Murry,SG-PG,5,-1.606078459,0,-0.813647648,3.6,-1.748359142,0.4,-1.29149131,1,-1.352768593,0.4,-0.253576371,0,-0.963151343,0,-1.069804639,0.4,-1.088153896,1,-1.097436793,0.4,-0.540770722,0.4,-0.689173111,0.4,-0.742701539,0.4,-0.89642809,1,1.482648015,0.2,-0.821747938,0,-1.503939988,0.2,-1.350147642,0.2,-0.908284193,0.2,-1.00925092,0,-0.837274886,0.8,-0.431016887,0.4,-1.753820602,1.2,-1.239159304
UTA,Toure' Murry,PG,1,-1.762921824,0,-0.813647648,1,-2.033156528,0,-1.495745386,1,-1.352768593,0,-4.141199987,0,-0.963151343,0,-1.069804639,0,-1.317554216,1,-1.097436793,0,-4.236165043,0,-4.552031565,0,-1.069059083,0,-1.158267545,0,-3.379178627,0,-1.072784028,0,-1.503939988,0,-1.435869212,0,-1.020814978,0,-1.475224218,0,-0.837274886,0,-1.461657817,0,-2.298672528,0,-1.464544926
WAS,Toure' Murry,SG,4,-1.6452893,0,-0.813647648,4.3,-1.671682922,0.5,-1.240427791,1,-1.352768593,0.5,0.718329532,0,-0.963151343,0,-1.069804639,0.5,-1.030803817,1,-1.097436793,0.5,0.383077858,0.5,0.276541503,0.5,-0.661112153,0.5,-0.830968226,1,1.482648015,0.3,-0.696229893,0,-1.503939988,0.3,-1.307286857,0.3,-0.852018801,0.3,-0.776264272,0,-0.837274886,1,-0.173356654,0.5,-1.61760762,1.5,-1.182812898
ATL,Mike Muscala,PF,40,-0.233699022,8,-0.505153403,12.6,-0.762522035,2.1,-0.423411484,3.8,-0.688232779,0.55,1.204282484,0.2,-0.658258795,0.6,-0.726532075,1.9,-0.227902698,3.2,-0.467351014,0.574,1.066725808,0.579,1.039456047,0.6,-0.579522766,0.6,-0.765508362,0.88,0.899228818,1.3,0.558950556,1.7,-0.481449274,3,-0.150045666,0.6,-0.683222623,0.4,-0.543277623,0.5,0.336930092,0.5,-0.817507236,1.3,-0.527903767,4.9,-0.544220302
MIA,Shabazz Napier,PG,51,0.19762023,10,-0.428029842,19.8,0.026147651,1.7,-0.627665561,4.5,-0.522098826,0.382,-0.428519434,0.8,0.256418848,2.3,0.246073523,0.9,-0.801403497,2.2,-0.753753641,0.4,-0.540770722,0.476,0.044769995,0.9,-0.334754608,1.1,-0.438209043,0.786,0.442217114,0.3,-0.696229893,1.9,-0.361156248,2.2,-0.492931945,2.5,0.385819834,0.8,0.388668971,0.1,-0.60243389,1.6,0.599624044,1.5,-0.255477804,5.1,-0.506656031
TOT,Gary Neal,SG,54,0.315252753,1,-0.775085867,22.1,0.2780838,3.5,0.291477784,9.3,0.617105427,0.374,-0.506271906,0.9,0.408865121,3,0.64655818,2.6,0.173547861,6.3,0.420497128,0.407,-0.476101321,0.423,-0.46705875,2.2,0.72590741,2.5,0.478229051,0.867,0.836025072,0.3,-0.696229893,2.1,-0.240863223,2.4,-0.407210375,1.9,0.048227479,0.4,-0.543277623,0,-0.837274886,1.2,0.084303578,1.6,-0.119264823,10.1,0.432450729
CHO,Gary Neal,SG,43,-0.116066499,0,-0.813647648,21.7,0.234268818,3.3,0.189350745,9.3,0.617105427,0.359,-0.652057792,0.9,0.408865121,3.1,0.703770274,2.4,0.058847701,6.2,0.391856866,0.392,-0.614678608,0.408,-0.611915942,2,0.562728638,2.4,0.412769188,0.863,0.816577765,0.3,-0.696229893,1.9,-0.361156248,2.2,-0.492931945,1.9,0.048227479,0.4,-0.543277623,0,-0.837274886,1.3,0.213133695,1.6,-0.119264823,9.6,0.338540053
MIN,Gary Neal,SG,11,-1.370813413,1,-0.775085867,23.8,0.464297476,4.1,0.597858899,9.5,0.664572271,0.429,0.028276341,1,0.561311395,2.8,0.532133992,3.1,0.46029826,6.7,0.535058179,0.459,0.00429994,0.481,0.093055726,2.6,1.052264954,3,0.805528371,0.879,0.894366991,0,-1.072784028,3.2,0.420748415,3.2,-0.064324096,1.8,-0.008037913,0.6,-0.077304326,0,-0.837274886,0.9,-0.302186771,1.6,-0.119264823,11.8,0.751747027
TOT,Jameer Nelson,PG,63,0.668150323,29,0.30464399,22.3,0.299991292,3.3,0.189350745,8,0.308570942,0.407,-0.185542958,1.4,1.17109649,4.1,1.275891214,1.8,-0.285252778,3.9,-0.266869176,0.472,0.124400256,0.495,0.228255772,0.4,-0.742701539,0.6,-0.765508362,0.667,-0.136340257,0.5,-0.445193803,1.8,-0.421302761,2.3,-0.45007116,4,1.229800722,0.7,0.155682323,0.1,-0.60243389,1.7,0.72845416,2.2,0.698013067,8.3,0.094372295
DAL,Jameer Nelson,PG,23,-0.90028332,23,0.073273307,25.4,0.639557406,2.7,-0.11703037,7.1,0.094970145,0.374,-0.506271906,1.7,1.628435312,4.5,1.50473959,1,-0.744053417,2.6,-0.63919259,0.383,-0.697824981,0.491,0.189627187,0.3,-0.824290925,0.3,-0.961887953,0.875,0.874919685,0.6,-0.319675758,2.1,-0.240863223,2.7,-0.278628021,4.1,1.286066114,0.7,0.155682323,0.1,-0.60243389,1.7,0.72845416,2.3,0.834226049,7.3,-0.093449057
