Tm,Player,Pos,G,GS,MP,FG,FGA,FGPercent,3P,3PA,2P,2PA,2PPercent,eFGPercent,FT,FTA,FTPercent,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
CHO,MichaelKidd-Gilchrist,SF,55,52,28.9,4.1,8.8,0.465,0,0,4.1,8.8,0.465,0.465,2.7,3.9,0.701,2,5.6,7.6,1.4,0.5,0.7,1.1,2.1,10.9
MIN,SeanKilpatrick,SG,4,0,18,1.8,5,0.35,1,3.3,0.8,1.8,0.429,0.45,1,1,1,0.3,1.3,1.5,1,0.8,0,0.5,0.8,5.5
BRK,AndreiKirilenko,SF,7,0,5.1,0,0.7,0,0,0,0,0.7,0,0,0.4,0.6,0.75,0.3,0.9,1.1,0.1,0.1,0,0.1,0.1,0.4
CLE,AlexKirk,C,5,0,2.8,0.2,0.8,0.25,0,0,0.2,0.8,0.25,0.25,0.4,0.4,1,0.2,0,0.2,0.2,0,0,0,0.2,0.8
TOT,BrandonKnight,SG,63,61,32.3,6,14.1,0.422,2,5.1,4,9,0.441,0.493,3.1,3.5,0.874,0.4,3.4,3.9,5.2,1.4,0.2,3,1.8,17
MIL,BrandonKnight,PG,52,52,32.5,6.2,14.3,0.435,2,4.9,4.2,9.4,0.448,0.505,3.3,3.7,0.881,0.5,3.8,4.3,5.4,1.6,0.2,3.2,1.8,17.8
PHO,BrandonKnight,SG,11,9,31.5,4.6,13,0.357,1.9,6.1,2.7,6.9,0.395,0.43,2.2,2.6,0.828,0.2,1.9,2.1,4.5,0.5,0.1,2.1,1.9,13.4
ATL,KyleKorver,SG,75,75,32.2,3.9,8,0.487,2.9,6,0.9,2,0.47,0.671,1.4,1.6,0.898,0.2,3.9,4.1,2.6,0.7,0.6,1.4,1.9,12.1
MEM,KostaKoufos,C,81,3,16.6,2.2,4.4,0.508,0,0,2.2,4.4,0.508,0.508,0.7,1,0.647,1.5,3.8,5.3,0.5,0.4,0.8,0.9,1.8,5.2
GSW,OgnjenKuzmic,C,16,0,4.5,0.5,0.8,0.667,0,0,0.5,0.8,0.667,0.667,0.3,0.3,1,0.4,0.6,1.1,0.4,0.1,0.1,0.3,0.8,1.3
OKC,JeremyLamb,SG,47,8,13.5,2.2,5.3,0.416,0.8,2.4,1.4,3,0.475,0.492,1,1.2,0.891,0.2,2.1,2.3,0.9,0.4,0.1,0.6,1.1,6.3
SAC,CarlLandry,PF,70,15,17,2.7,5.3,0.515,0,0,2.7,5.3,0.515,0.515,1.8,2.1,0.82,1.4,2.4,3.8,0.4,0.2,0.2,0.8,1.9,7.2
NYK,ShaneLarkin,PG,76,22,24.5,2.5,5.7,0.433,0.5,1.5,2,4.2,0.481,0.473,0.8,1,0.782,0.4,1.9,2.3,3,1.2,0.1,1.1,2,6.2
DEN,JoffreyLauvergne,C,24,1,11.2,1.5,3.7,0.404,0.1,0.7,1.4,3,0.452,0.421,0.8,1.2,0.643,1.1,2.1,3.2,0.5,0.3,0.4,0.9,1.8,3.9
MIN,ZachLaVine,PG,77,40,24.7,3.7,8.8,0.422,0.7,2.2,3,6.6,0.449,0.465,1.9,2.3,0.842,0.4,2.4,2.8,3.6,0.7,0.1,2.5,2.1,10.1
DEN,TyLawson,PG,75,75,35.5,5.4,12.3,0.436,0.9,2.7,4.5,9.6,0.463,0.474,3.5,4.8,0.73,0.6,2.6,3.1,9.6,1.2,0.1,2.5,1.7,15.2
TOT,RickyLedo,SG,17,0,14.4,1.9,5.6,0.333,0.6,1.6,1.3,4.1,0.319,0.385,0.9,1.3,0.727,0.9,1.2,2.1,1.1,0.4,0.1,1.5,1.2,5.3
DAL,RickyLedo,SG,5,0,2.2,0,1.2,0,0,0.6,0,0.6,0,0,0.2,0.4,0.5,0.2,0.2,0.4,0.2,0,0,0.4,0.2,0.2
NYK,RickyLedo,SG,12,0,19.4,2.7,7.5,0.356,0.8,2,1.8,5.5,0.333,0.411,1.3,1.7,0.75,1.3,1.6,2.8,1.5,0.5,0.1,2,1.7,7.4
MEM,CourtneyLee,SG,77,74,30.6,3.7,8.4,0.448,1.2,2.9,2.6,5.4,0.473,0.518,1.4,1.7,0.86,0.3,2,2.3,2,1,0.2,1,1.7,10.1
GSW,DavidLee,PF,49,4,18.4,3.3,6.4,0.511,0,0,3.3,6.3,0.514,0.511,1.4,2.1,0.654,1.7,3.6,5.2,1.7,0.6,0.5,1,1.7,7.9
PHI,MalcolmLee,SG,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHO,AlexLen,C,69,44,22,2.6,5.1,0.507,0,0,2.6,5.1,0.509,0.508,1.1,1.5,0.702,2.1,4.5,6.6,0.5,0.5,1.5,1.1,3.1,6.3
SAS,KawhiLeonard,SF,64,64,31.8,6.2,12.8,0.479,1,3,5.1,9.8,0.519,0.52,3.2,3.9,0.802,1.3,5.9,7.2,2.5,2.3,0.8,1.5,2,16.5
POR,MeyersLeonard,C,55,7,15.4,2.3,4.5,0.51,0.9,2,1.4,2.4,0.586,0.606,0.5,0.6,0.938,0.8,3.7,4.5,0.6,0.2,0.3,0.7,2.1,5.9
MEM,JonLeuer,PF,63,6,13.1,1.9,4.3,0.443,0.1,0.5,1.8,3.9,0.467,0.456,0.6,0.9,0.627,0.8,2.5,3.3,0.7,0.3,0.1,0.6,1.4,4.5
POR,DamianLillard,PG,82,82,35.7,7.2,16.6,0.434,2.4,7,4.8,9.6,0.5,0.506,4.2,4.9,0.864,0.6,4,4.6,6.2,1.2,0.3,2.7,2,21
LAL,JeremyLin,PG,74,30,25.8,3.7,8.8,0.424,0.9,2.4,2.9,6.5,0.444,0.473,2.9,3.6,0.795,0.4,2.3,2.6,4.6,1.1,0.4,2.2,2.6,11.2
GSW,ShaunLivingston,PG,78,2,18.8,2.5,5.1,0.5,0,0,2.5,5.1,0.503,0.5,0.8,1.2,0.714,0.6,1.8,2.3,3.3,0.6,0.3,1.3,1.4,5.9
BRK,BrookLopez,C,72,44,29.2,7,13.7,0.513,0,0.1,7,13.6,0.517,0.513,3.1,3.8,0.814,3,4.5,7.4,0.7,0.6,1.8,1.4,2.9,17.2
POR,RobinLopez,C,59,59,27.8,4,7.4,0.535,0,0,4,7.4,0.537,0.535,1.7,2.2,0.772,3.2,3.5,6.7,0.9,0.3,1.4,1.2,2.1,9.6
CLE,KevinLove,PF,75,75,33.8,5.5,12.7,0.434,1.9,5.2,3.6,7.5,0.48,0.509,3.4,4.3,0.804,1.9,7.9,9.7,2.2,0.7,0.5,1.6,1.9,16.4
TOR,KyleLowry,PG,70,70,34.5,6.1,14.9,0.412,1.9,5.6,4.3,9.3,0.457,0.476,3.6,4.5,0.808,0.8,3.9,4.7,6.8,1.6,0.2,2.5,3,17.8
MEM,KalinLucas,PG,1,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
DET,JohnLucasIII,PG,21,0,13,2,5,0.404,0.4,1.4,1.6,3.6,0.44,0.447,0.2,0.2,1,0.2,0.6,0.8,2.9,0.4,0,0.8,0.9,4.7
ATL,ShelvinMack,PG,55,0,15.1,2.1,5.3,0.401,0.7,2.3,1.4,3,0.467,0.469,0.5,0.6,0.806,0.1,1.3,1.4,2.8,0.5,0,0.9,0.6,5.4
IND,IanMahinmi,C,61,6,18.8,1.9,3.5,0.552,0,0,1.9,3.5,0.552,0.552,0.5,1.7,0.304,1.7,4.1,5.8,0.5,0.5,0.8,1,2.8,4.3
ORL,DevynMarble,SG,16,7,13,0.9,2.8,0.318,0.3,1.4,0.6,1.4,0.455,0.364,0.3,1,0.313,0.3,1.6,1.9,1.1,0.6,0.1,0.6,0.9,2.3
CLE,ShawnMarion,SF,57,24,19.3,2.1,4.7,0.446,0.2,0.8,1.9,3.9,0.484,0.468,0.5,0.6,0.765,1.1,2.4,3.5,0.9,0.5,0.5,0.6,1,4.8
MIL,KendallMarshall,PG,28,3,14.9,1.6,3.6,0.455,0.6,1.6,1,2,0.509,0.545,0.3,0.3,0.889,0.1,0.9,1,3.1,0.8,0,1.3,0.9,4.2
DET,CartierMartin,SF,23,0,8.6,0.7,2.3,0.283,0.3,1.4,0.4,0.9,0.45,0.34,0,0,0,0,0.9,0.9,0.5,0.1,0,0.2,0.9,1.6
MIL,KenyonMartin,PF,11,0,9.5,0.8,2,0.409,0,0,0.8,2,0.409,0.409,0.2,0.2,1,0.5,1.2,1.7,0.5,0.5,0.5,0.3,1.2,1.8
MIN,KevinMartin,SG,39,36,33.4,6.8,16,0.427,1.9,4.9,4.9,11.1,0.442,0.487,4.4,4.9,0.881,0.5,3.2,3.6,2.3,0.8,0,1.9,1.9,20
POR,WesleyMatthews,SG,60,60,33.7,5.6,12.5,0.448,2.9,7.4,2.7,5.1,0.534,0.563,1.8,2.4,0.752,0.6,3.1,3.7,2.3,1.3,0.2,1.4,2.2,15.9
CHO,JasonMaxiell,PF,61,0,14.4,1.3,3.1,0.422,0,0,1.3,3.1,0.422,0.422,0.7,1.2,0.577,1.4,1.9,3.3,0.3,0.3,0.7,0.5,1.6,3.3
MIL,O.J.Mayo,SG,71,15,23.9,4.2,9.9,0.422,1.4,3.9,2.8,6,0.465,0.493,1.6,2,0.827,0.4,2.2,2.6,2.8,0.8,0.3,1.8,2.3,11.4
PHI,LucMbahaMoute,PF,67,61,28.6,3.7,9.5,0.395,0.9,3,2.8,6.5,0.435,0.443,1.4,2.4,0.589,1.2,3.7,4.9,1.6,1.2,0.3,1.5,1.6,9.9
GSW,JamesMichaelMcAdoo,PF,15,0,9.1,1.6,2.9,0.545,0,0,1.6,2.9,0.545,0.545,0.9,1.7,0.56,1,1.5,2.5,0.1,0.3,0.6,0.4,1.4,4.1
SAC,RayMcCallum,PG,68,30,21.1,3,6.9,0.438,0.5,1.6,2.5,5.3,0.479,0.474,0.8,1.2,0.679,0.8,1.9,2.6,2.8,0.7,0.2,1.3,1.4,7.4
POR,C.J.McCollum,SG,62,3,15.7,2.6,5.9,0.436,0.9,2.2,1.7,3.6,0.46,0.511,0.8,1.2,0.699,0.2,1.2,1.5,1,0.7,0.1,0.8,1.3,6.8
TOT,K.J.McDaniels,SG,62,15,21.8,2.8,7,0.396,0.7,2.4,2.1,4.6,0.454,0.446,1.6,2.1,0.752,1,2.2,3.2,1.2,0.7,1.1,1.7,2,7.9
PHI,K.J.McDaniels,SG,52,15,25.4,3.2,8.1,0.399,0.8,2.8,2.4,5.2,0.456,0.45,1.9,2.5,0.756,1.2,2.5,3.8,1.3,0.8,1.3,2,2.3,9.2
HOU,K.J.McDaniels,SG,10,0,3.3,0.5,1.5,0.333,0,0.3,0.5,1.2,0.417,0.333,0.1,0.2,0.5,0.1,0.4,0.5,0.2,0,0.2,0.1,0.5,1.1
CHI,DougMcDermott,SF,36,0,8.9,1.2,3,0.402,0.4,1.1,0.8,1.8,0.455,0.463,0.3,0.4,0.667,0.2,1,1.2,0.2,0.1,0,0.5,0.8,3
OKC,MitchMcGary,PF,32,2,15.2,2.8,5.2,0.533,0,0.1,2.8,5.1,0.54,0.533,0.8,1.3,0.625,1.7,3.5,5.2,0.4,0.5,0.5,1,2.3,6.3
TOT,JaValeMcGee,C,23,0,11.1,1.8,3.4,0.532,0,0,1.8,3.4,0.532,0.532,1,1.4,0.667,0.8,1.9,2.7,0.1,0.1,0.9,0.8,1.3,4.6
DEN,JaValeMcGee,C,17,0,11.5,2,3.6,0.557,0,0,2,3.6,0.557,0.557,1.2,1.7,0.69,0.8,2,2.8,0.1,0.1,1.1,0.8,1.6,5.2
PHI,JaValeMcGee,C,6,0,10.2,1.3,3,0.444,0,0,1.3,3,0.444,0.444,0.3,0.7,0.5,0.7,1.5,2.2,0.3,0,0.2,0.8,0.3,3
SAC,BenMcLemore,SG,82,82,32.6,4.4,10.1,0.437,1.7,4.8,2.7,5.4,0.507,0.521,1.6,2,0.813,0.4,2.6,2.9,1.7,0.9,0.2,1.7,2.7,12.1
PHO,JerelMcNeal,PG,6,0,6,0.5,1.8,0.273,0.2,0.3,0.3,1.5,0.222,0.318,0.3,0.3,1,0,0.5,0.5,0.3,0.5,0.2,0.8,0.8,1.5
MIA,JoshMcRoberts,PF,17,4,17.4,1.6,3.1,0.528,0.5,1.1,1.2,2,0.588,0.604,0.5,0.8,0.615,0.4,2.2,2.6,1.9,0.7,0.2,1.3,2.4,4.2
DET,JodieMeeks,SG,60,0,24.4,3.7,8.9,0.416,1.2,3.5,2.5,5.4,0.46,0.485,2.4,2.7,0.906,0.2,1.5,1.7,1.3,1,0.1,1,1.3,11.1
NOP,GalMekel,PG,4,0,10.8,0.8,5,0.15,0,0.8,0.8,4.3,0.176,0.15,0,0,0,0,0.3,0.3,3.3,0.5,0,0.5,0.3,1.5
MIL,KhrisMiddleton,SF,79,58,30.1,5.1,11,0.467,1.4,3.4,3.8,7.6,0.494,0.53,1.7,2,0.859,0.6,3.8,4.4,2.3,1.5,0.1,1.4,2.3,13.4
IND,C.J.Miles,SG,70,40,26.3,4.7,11.8,0.398,2.2,6.4,2.5,5.4,0.459,0.491,1.9,2.3,0.807,0.3,2.8,3.1,1.1,0.9,0.4,1,1.9,13.5
TOT,AndreMiller,PG,81,0,15.5,1.8,3.6,0.5,0.1,0.4,1.7,3.2,0.539,0.512,0.7,1,0.753,0.5,1.4,1.9,3.5,0.4,0.1,1.3,1.3,4.4
WAS,AndreMiller,PG,51,0,12.4,1.5,2.8,0.542,0,0.2,1.5,2.6,0.567,0.546,0.5,0.8,0.718,0.4,1.1,1.5,2.8,0.3,0,0.9,1.1,3.6
SAC,AndreMiller,PG,30,0,20.7,2.3,4.9,0.459,0.2,0.9,2.1,4.1,0.508,0.48,1,1.3,0.789,0.5,2,2.5,4.7,0.6,0.1,1.9,1.6,5.7
NOP,DariusMiller,SF,5,1,8.6,0.2,1.4,0.143,0,0.2,0.2,1.2,0.167,0.143,0,0,0,0,0.2,0.2,0.4,0.2,0,0.2,1.6,0.4
CLE,MikeMiller,SF,52,15,13.5,0.7,2.2,0.325,0.6,1.9,0.1,0.3,0.313,0.465,0.1,0.1,0.75,0.1,1.7,1.8,0.9,0.3,0.1,0.4,1.4,2.1
TOT,QuincyMiller,PF,10,0,11.9,0.9,3.8,0.237,0.3,1.8,0.6,2,0.3,0.276,0.8,1.1,0.727,0.4,1.6,2,0.8,0.7,0.5,0.5,0.9,2.9
SAC,QuincyMiller,PF,6,0,10.2,0.7,3,0.222,0.2,1.2,0.5,1.8,0.273,0.25,1.3,1.8,0.727,0.3,1.7,2,0.5,1,0.5,0.5,0.7,2.8
DET,QuincyMiller,PF,4,0,14.5,1.3,5,0.25,0.5,2.8,0.8,2.3,0.333,0.3,0,0,0,0.5,1.5,2,1.3,0.3,0.5,0.5,1.3,3
SAS,PatrickMills,PG,51,0,15.7,2.5,6.6,0.381,1.2,3.6,1.3,3,0.429,0.473,0.6,0.8,0.825,0.4,1.1,1.5,1.7,0.5,0,0.7,1.1,6.9
UTA,ElijahMillsap,SG,47,5,19.7,1.7,5.1,0.34,0.6,1.9,1.1,3.1,0.358,0.399,1.2,1.8,0.674,0.6,2.6,3.2,1.2,1.2,0.3,1.4,2.6,5.3
ATL,PaulMillsap,PF,73,73,32.7,6.1,12.7,0.476,1.1,3,5,9.8,0.513,0.518,3.5,4.6,0.757,1.9,5.9,7.8,3.1,1.8,0.9,2.3,2.8,16.7
CHI,NikolaMirotic,PF,82,3,20.2,3.1,7.6,0.405,1.2,3.8,1.9,3.8,0.495,0.485,2.8,3.5,0.803,0.8,4.2,4.9,1.2,0.7,0.7,1.1,2.1,10.2
CHI,NazrMohammed,C,23,0,5.6,0.6,1.3,0.433,0,0,0.6,1.3,0.433,0.433,0,0.1,0.333,0.5,1.2,1.7,0.1,0.2,0.2,0.3,0.7,1.2
DET,GregMonroe,PF,69,57,31,6.1,12.4,0.496,0,0,6.1,12.4,0.496,0.496,3.7,4.9,0.75,3.3,6.9,10.2,2.1,1.1,0.5,2.2,2.1,15.9
CHI,E'TwaunMoore,SG,56,0,9,1.1,2.5,0.446,0.2,0.7,0.9,1.8,0.485,0.493,0.2,0.4,0.6,0.2,0.6,0.8,0.6,0.4,0.1,0.3,0.8,2.7
SAC,EricMoreland,PF,3,0,0.7,0.3,0.3,1,0,0,0.3,0.3,1,1,0,0,0,0,0.3,0.3,0,0,0,0,0.3,0.7
BRK,DariusMorris,PG,38,0,7.9,0.9,2.8,0.34,0.2,0.9,0.8,1.9,0.397,0.373,0.1,0.2,0.444,0.2,0.5,0.7,1.3,0.2,0,0.6,0.5,2.2
PHO,MarcusMorris,PF,81,35,25.2,4.1,9.4,0.434,1.4,3.9,2.7,5.6,0.487,0.507,0.9,1.4,0.628,0.9,3.9,4.8,1.6,0.8,0.2,0.9,2.3,10.4
PHO,MarkieffMorris,PF,82,82,31.5,6.2,13.4,0.465,0.7,2.2,5.5,11.2,0.494,0.491,2.2,2.8,0.763,1.3,4.8,6.2,2.3,1.2,0.5,2.1,3,15.3
OKC,AnthonyMorrow,SG,74,0,24.4,3.9,8.3,0.463,1.9,4.4,1.9,3.9,0.497,0.578,1.1,1.2,0.888,0.5,2.1,2.6,0.8,0.7,0.1,0.5,1.8,10.7
HOU,DonatasMotiejunas,PF,71,62,28.7,5,9.9,0.504,0.7,1.9,4.3,8,0.536,0.539,1.4,2.3,0.602,1.9,4,5.9,1.8,0.8,0.5,1.7,2.9,12
TOT,TimofeyMozgov,C,81,80,25.2,3.9,7,0.555,0,0.1,3.9,6.9,0.557,0.557,1.9,2.7,0.718,2.5,4.8,7.3,0.7,0.4,1.2,1.4,2.8,9.7
DEN,TimofeyMozgov,C,35,35,25.6,3.3,6.6,0.504,0.1,0.2,3.3,6.5,0.509,0.509,1.8,2.5,0.733,2.6,5.2,7.8,0.5,0.4,1.2,1.3,3.3,8.5
CLE,TimofeyMozgov,C,46,45,25,4.3,7.3,0.59,0,0,4.3,7.3,0.59,0.59,2,2.8,0.708,2.4,4.5,6.9,0.8,0.4,1.2,1.5,2.5,10.6
MIN,ShabazzMuhammad,SG,38,13,22.8,5.1,10.4,0.489,0.5,1.3,4.6,9.1,0.503,0.514,2.7,3.8,0.717,1.7,2.4,4.1,1.2,0.5,0.2,0.9,1.3,13.5
TOT,Toure'Murry,PG,5,0,3.6,0.4,1,0.4,0,0,0.4,1,0.4,0.4,0.4,0.4,1,0.2,0,0.2,0.2,0.2,0,0.8,0.4,1.2
UTA,Toure'Murry,PG,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WAS,Toure'Murry,SG,4,0,4.3,0.5,1,0.5,0,0,0.5,1,0.5,0.5,0.5,0.5,1,0.3,0,0.3,0.3,0.3,0,1,0.5,1.5
ATL,MikeMuscala,PF,40,8,12.6,2.1,3.8,0.55,0.2,0.6,1.9,3.2,0.574,0.579,0.6,0.6,0.88,1.3,1.7,3,0.6,0.4,0.5,0.5,1.3,4.9
MIA,ShabazzNapier,PG,51,10,19.8,1.7,4.5,0.382,0.8,2.3,0.9,2.2,0.4,0.476,0.9,1.1,0.786,0.3,1.9,2.2,2.5,0.8,0.1,1.6,1.5,5.1
TOT,GaryNeal,SG,54,1,22.1,3.5,9.3,0.374,0.9,3,2.6,6.3,0.407,0.423,2.2,2.5,0.867,0.3,2.1,2.4,1.9,0.4,0,1.2,1.6,10.1
CHO,GaryNeal,SG,43,0,21.7,3.3,9.3,0.359,0.9,3.1,2.4,6.2,0.392,0.408,2,2.4,0.863,0.3,1.9,2.2,1.9,0.4,0,1.3,1.6,9.6
MIN,GaryNeal,SG,11,1,23.8,4.1,9.5,0.429,1,2.8,3.1,6.7,0.459,0.481,2.6,3,0.879,0,3.2,3.2,1.8,0.6,0,0.9,1.6,11.8
TOT,JameerNelson,PG,63,29,22.3,3.3,8,0.407,1.4,4.1,1.8,3.9,0.472,0.495,0.4,0.6,0.667,0.5,1.8,2.3,4,0.7,0.1,1.7,2.2,8.3
DAL,JameerNelson,PG,23,23,25.4,2.7,7.1,0.374,1.7,4.5,1,2.6,0.383,0.491,0.3,0.3,0.875,0.6,2.1,2.7,4.1,0.7,0.1,1.7,2.3,7.3
BOS,JameerNelson,PG,6,1,20.2,1.5,6.8,0.22,0.8,4.2,0.7,2.7,0.25,0.28,1,1.5,0.667,0.5,2.3,2.8,5.5,1.2,0,1.5,2.2,4.8
DEN,JameerNelson,PG,34,5,20.6,4,8.8,0.45,1.4,3.8,2.6,5,0.524,0.527,0.3,0.6,0.579,0.5,1.5,1.9,3.7,0.7,0.1,1.8,2.1,9.6
ORL,AndrewNicholson,PF,40,3,12.3,2.1,4.8,0.437,0.3,1,1.8,3.7,0.47,0.471,0.4,0.6,0.6,0.4,1.6,2.1,0.6,0.2,0.3,0.6,1.3,4.9
CHI,JoakimNoah,C,67,67,30.6,2.8,6.4,0.445,0,0,2.8,6.3,0.447,0.445,1.6,2.6,0.603,3.3,6.4,9.6,4.7,0.7,1.1,1.8,3,7.2
PHI,NerlensNoel,C,75,71,30.8,4,8.7,0.462,0,0,4,8.7,0.462,0.462,1.9,3.1,0.609,2.5,5.7,8.1,1.7,1.8,1.9,1.9,2.8,9.9
TOR,LucasNogueira,C,6,0,3.8,0.3,1.3,0.25,0,0,0.3,1.3,0.25,0.25,0.3,0.7,0.5,0.3,1.5,1.8,0.2,0.3,0,0.3,1,1
TOT,SteveNovak,SF,35,0,5.6,0.6,1.6,0.393,0.5,1.4,0.1,0.2,0.375,0.563,0,0.1,0,0.1,0.6,0.6,0.3,0,0.1,0.1,0.7,1.8
UTA,SteveNovak,SF,22,0,5,0.7,1.6,0.457,0.7,1.5,0,0.1,0,0.686,0,0.1,0,0,0.7,0.7,0.3,0,0,0.1,0.6,2.2
OKC,SteveNovak,PF,13,0,6.8,0.5,1.6,0.286,0.2,1.2,0.2,0.5,0.5,0.357,0,0,0,0.1,0.4,0.5,0.4,0,0.1,0.2,0.8,1.2
DAL,DirkNowitzki,PF,77,77,29.6,6.3,13.8,0.459,1.4,3.6,5,10.2,0.486,0.508,3.3,3.8,0.882,0.6,5.4,5.9,1.9,0.5,0.4,1.1,2.1,17.3
DEN,JusufNurkic,C,62,27,17.8,2.8,6.2,0.446,0,0,2.8,6.1,0.449,0.446,1.4,2.1,0.636,2,4.1,6.2,0.8,0.8,1.1,1.4,3.3,6.9
MIL,JohnnyO'Bryant,PF,34,15,10.8,1.3,3.5,0.367,0,0,1.3,3.5,0.367,0.367,0.4,0.8,0.444,0.8,1.1,1.9,0.5,0.1,0.1,0.7,1.3,2.9
ORL,KyleO'Quinn,PF,51,17,16.2,2.3,4.7,0.492,0.2,0.8,2.1,3.9,0.538,0.517,0.9,1.1,0.772,0.9,3,3.9,1.2,0.6,0.8,1.1,2.2,5.8
ORL,VictorOladipo,SG,72,71,35.7,6.6,15.1,0.436,1.2,3.4,5.4,11.6,0.464,0.474,3.6,4.4,0.819,0.7,3.5,4.2,4.1,1.7,0.3,2.8,2.6,17.9
BOS,KellyOlynyk,C,64,13,22.2,3.9,8.3,0.475,1,2.7,3,5.5,0.538,0.533,1.5,2.1,0.684,1.4,3.3,4.7,1.7,1,0.6,1.5,3.3,10.3
MIN,ArinzeOnuaku,C,6,1,11.3,2,2.3,0.857,0,0,2,2.3,0.857,0.857,0.5,1.3,0.375,1.2,2.3,3.5,0.7,0.2,0.5,0.3,1,4.5
MIL,ZazaPachulia,C,73,45,23.7,3.3,7.2,0.454,0,0,3.3,7.2,0.456,0.454,1.7,2.2,0.788,2.7,4.2,6.8,2.4,1.1,0.3,1.8,2.3,8.3
HOU,KostasPapanikolaou,SF,43,1,18.5,1.6,4.6,0.35,0.7,2.5,0.9,2.1,0.418,0.429,0.3,0.4,0.722,0.9,1.8,2.7,2,0.7,0.3,1.3,1.7,4.2
CHO,JanneroPargo,PG,9,0,8.1,1.7,3.9,0.429,1,2.4,0.7,1.4,0.462,0.557,0.2,0.2,1,0,0.3,0.3,0.9,0,0,0.3,0.9,4.6
MIL,JabariParker,SF,25,25,29.5,5.2,10.5,0.49,0.2,0.6,5,9.9,0.506,0.498,1.8,2.6,0.697,2,3.5,5.5,1.7,1.2,0.2,1.9,1.7,12.3
SAS,TonyParker,PG,68,68,28.7,5.9,12.2,0.486,0.6,1.3,5.4,10.9,0.493,0.508,1.9,2.4,0.783,0.2,1.7,1.9,4.9,0.6,0,2.1,1.6,14.4
DAL,ChandlerParsons,SF,66,66,33.1,5.8,12.6,0.462,2,5.3,3.8,7.3,0.521,0.542,2.1,2.9,0.72,1,3.9,4.9,2.4,1,0.3,1.5,2.1,15.7
TOR,PatrickPatterson,PF,81,4,26.6,3,6.6,0.449,1.3,3.5,1.7,3.1,0.536,0.547,0.8,1,0.788,1.6,3.8,5.3,1.9,0.7,0.5,0.7,1.8,8
LAC,ChrisPaul,PG,82,82,34.8,6.9,14.3,0.485,1.7,4.3,5.2,10,0.523,0.545,3.5,3.9,0.9,0.6,4,4.6,10.2,1.9,0.2,2.3,2.5,19.1
TOT,AdreianPayne,PF,32,22,23.1,2.8,6.9,0.414,0,0.3,2.8,6.6,0.427,0.416,0.9,1.4,0.652,1.5,3.6,5.1,0.9,0.6,0.3,1.4,2.8,6.7
ATL,AdreianPayne,PF,3,0,6.3,0.7,2.3,0.286,0,0.3,0.7,2,0.333,0.286,0.3,0.7,0.5,0.3,1,1.3,0,0.3,0,0,1.3,1.7
MIN,AdreianPayne,PF,29,22,24.8,3.1,7.3,0.418,0,0.3,3,7.1,0.429,0.42,1,1.5,0.659,1.6,3.8,5.4,1,0.6,0.3,1.5,2.9,7.2
ORL,ElfridPayton,PG,82,63,30.4,3.7,8.6,0.425,0.1,0.5,3.5,8.1,0.435,0.433,1.4,2.6,0.551,1.3,3,4.3,6.5,1.7,0.2,2.5,2.4,8.9
MIN,NikolaPekovic,C,31,29,26.3,4.5,10.6,0.424,0,0,4.5,10.6,0.424,0.424,3.5,4.2,0.837,2.9,4.7,7.5,0.9,0.6,0.4,1.4,1.9,12.5
TOT,KendrickPerkins,C,68,3,16.9,1.5,3.3,0.449,0,0,1.5,3.3,0.451,0.449,0.6,1.2,0.506,1.3,3.4,4.7,0.8,0.2,0.6,1.4,2.4,3.6
OKC,KendrickPerkins,C,51,3,19.2,1.6,3.6,0.441,0,0,1.6,3.6,0.443,0.441,0.7,1.5,0.507,1.6,3.9,5.5,0.8,0.3,0.7,1.5,2.6,4
CLE,KendrickPerkins,C,17,0,9.8,1.2,2.4,0.488,0,0,1.2,2.4,0.488,0.488,0.2,0.5,0.5,0.6,1.8,2.4,0.5,0.1,0.2,1.2,1.6,2.6
WAS,PaulPierce,SF,73,73,26.2,4,9,0.447,1.6,4.2,2.4,4.8,0.496,0.537,2.2,2.9,0.781,0.6,3.4,4,2,0.6,0.3,1.3,2.2,11.9
BRK,MasonPlumlee,C,82,45,21.3,3.4,6,0.573,0,0,3.4,5.9,0.576,0.573,1.9,3.9,0.495,2.1,4.1,6.2,0.9,0.8,0.8,1.3,2.5,8.7
TOT,MilesPlumlee,C,73,28,16.4,1.9,3.5,0.535,0,0,1.9,3.5,0.535,0.535,0.3,0.6,0.478,1.5,2.8,4.4,0.5,0.6,0.9,0.7,1.5,4
PHO,MilesPlumlee,C,54,28,18.6,2,3.6,0.549,0,0,2,3.6,0.549,0.549,0.4,0.7,0.5,1.8,3.3,5.1,0.5,0.6,1,0.8,1.8,4.3
MIL,MilesPlumlee,C,19,0,9.9,1.5,3.1,0.492,0,0,1.5,3.1,0.492,0.492,0.2,0.4,0.375,0.9,1.5,2.4,0.4,0.3,0.6,0.3,0.6,3.2
